player_name,height_wo_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint,bench_press,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,year,ast/tov,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,war_total,position_C,position_C-PF,position_PF,position_PF-C,position_PF-SF,position_PG,position_PG-SG,position_SF,position_SF-PF,position_SF-SG,position_SG,position_SG-PG,position_SG-SF
Jason Richardson,76.75,213.0,83.5,102.5,5.3,,,32.5,39.5,11.75,3.12,15.0,28,45.6,88.5,22.4,42.8,46.7,2.6,7.2,25.8,21.9,40,62,0.645,56,129,0.434,8,30,0.267,0.2,2.1,39.0,1,0.324044,92.0785,4.7,2016,1.41298919,,108.35799999999999,109.12700000000001,1.25482,85.8594,-4.95925,-2.5721,-2.38715,-4.63336,18.6429,-3.20457,-1.42879,0.4286,1.2143,1.6429,2.3214,0.7143,0.0357,6.2857,-0.017813908,0,0,0,0,0,0,0,0,0,1,0,0,0
Earl Watson,72.0,184.0,78.75,97.0,4.0,,,32.5,37.5,10.97,3.19,4.0,30,23.0,103.1,14.9,55.1,55.3,12.7,18.7,4.2,20.4,17,32,0.531,27,49,0.551,0,0,0.0,9.1,0.6,65.3,3,0.433856,98.1706,7.2,2015,0.39987599,,87.8762,87.0401,1.37152,62.0572,3.6411599999999997,-1.49258,5.13375,1.7436200000000002,9.9032,-1.8763400000000001,3.61995,1.0323,1.6129,2.6452,0.1935,0.0968,0.871,2.5484,-0.614332071,0,0,0,0,0,1,0,0,0,0,0,0,0
Ryan Gomes,78.5,248.0,86.0,106.5,,,,26.5,30.5,12.49,3.24,9.0,32,14.5,105.7,16.6,61.1,59.57,8.1,10.0,1.1,16.7,4,10,0.4,33,53,0.623,0,1,0.0,3.3,0.6,18.5,1,0.27663000000000004,99.1871,8.2,2017,0.09984,,102.809,105.17200000000001,0.536423,33.6044,-4.4591199999999995,-3.07707,-1.38205,-3.9199900000000003,6.5312,-4.347119999999999,0.42712799999999995,0.4375,0.5625,1.0,0.0312,0.0625,0.2188,2.1875,-0.023327876,0,0,0,0,0,0,0,0,1,0,0,0,0
Devin Harris,73.75,170.0,79.5,98.5,5.3,,,30.5,37.0,11.03,3.19,5.0,17,11.6,79.1,18.3,40.5,45.17,2.7,16.9,11.9,29.0,9,13,0.6920000000000001,12,29,0.414,2,8,0.25,0.0,2.1,35.1,1,-0.40418200000000004,75.0466,2.5,2014,0.6665911,,104.992,108.823,0.667219,30.3611,-8.09267,-6.47635,-1.61632,-4.60653,9.3529,-3.92602,-0.680507,0.2353,1.4706,1.7059,0.5882,0.3529,0.0,2.2941,2.6033236095,0,0,0,0,0,1,0,0,0,0,0,0,0
Nate Robinson,67.75,181.0,73.0,91.5,6.7,,,35.5,43.5,10.75,2.96,13.0,12,33.3,96.8,18.1,45.4,50.39,1.6,8.8,1.6,12.3,21,28,0.75,18,50,0.36,11,26,0.423,1.8,1.3,36.8,3,0.613042,93.5696,2.5,2021,0.20004801,,105.20700000000001,103.382,1.7604099999999998,41.0156,-4.9557400000000005,-3.44805,-1.50769,-1.6458599999999999,21.25,-1.02435,-0.621506,0.3333,1.5,1.8333,0.1667,0.5,0.3333,7.5,0.7925189716666666,0,0,0,0,0,1,0,0,0,0,0,0,0
Josh Smith,79.0,221.0,84.0,106.5,6.7,,,32.5,39.5,11.43,3.24,12.0,4,3.0,50.0,18.2,33.3,37.97,0.0,30.5,29.0,56.2,1,2,0.5,1,3,0.33299999999999996,0,0,0.0,3.9,6.1,66.7,1,-0.984034,46.4558,8.0,2009,0.8,,81.5539,89.979,0.944393,9.01036,-4.56578,-11.6798,7.11406,-2.9552,7.5,-10.5607,7.60553,0.0,1.75,1.75,1.0,0.75,0.25,0.75,1.74414923075,0,0,0,0,0,0,0,0,0,0,0,0,1
Will Bynum,70.5,188.8,75.5,93.0,,,,33.0,40.5,11.12,3.0,15.0,30,70.3,95.3,22.6,49.6,52.04,2.4,13.1,13.8,20.5,77,131,0.588,120,237,0.506,3,14,0.214,2.0,4.1,52.2,3,1.22186,96.7841,3.1,2009,0.75381919,,101.054,100.992,2.4672400000000003,172.968,0.512374,-1.02291,1.53528,1.4840200000000001,28.6,-0.742074,2.22609,0.6,2.9667,3.5667,1.6333,1.9,0.5,10.8667,-0.5669230355,0,0,0,0,0,0,1,0,0,0,0,0,0
Brandon Rush,77.0,211.4,83.25,104.5,,,,32.5,35.0,11.33,3.31,0.0,27,39.0,92.0,14.8,48.0,50.95,1.6,6.5,4.4,19.8,19,27,0.7040000000000001,22,46,0.478,18,56,0.321,0.7,2.3,26.5,1,-0.130129,83.1206,2.0,2020,0.50005835,,110.816,114.586,0.747491,71.709,-4.93966,-1.9383700000000001,-3.00129,-4.3675,17.1786,-2.3426,-2.0249,0.25,0.9643,1.2143,0.4286,0.6786,0.1429,4.7857,-0.9559782715,0,0,0,0,0,0,0,0,0,0,0,0,1
Marvin Williams,79.0,228.2,87.5,108.0,,,,29.5,35.0,11.11,3.17,12.0,23,23.5,84.6,21.3,40.8,43.42,10.1,17.8,2.1,19.2,15,24,0.625,40,97,0.41200000000000003,0,1,0.0,1.8,1.0,24.5,1,0.0504746,85.5397,4.3,2012,0.14282585,,104.236,102.738,1.0005899999999999,53.6649,-8.85244,-5.87895,-2.9735,-7.523060000000001,12.4783,-4.8524199999999995,-2.67064,1.1739,2.0,3.1739,0.1304,0.2174,0.2174,4.1304,2.8984609245714283,0,0,0,0,1,0,0,0,0,0,0,0,0
Bobby Brown,71.0,170.0,76.0,95.5,6.6,,,32.5,41.0,11.27,3.25,3.0,29,40.1,87.7,19.6,42.8,43.33,8.9,15.9,7.1,18.2,16,35,0.457,43,90,0.478,15,63,0.23800000000000002,2.8,1.4,22.9,1,0.06757010000000001,85.0407,2.6,2013,0.53330111,,103.67399999999999,110.176,0.921484,87.0439,-4.42951,-2.45764,-1.97187,-4.12182,17.2759,-1.4579600000000001,-2.6638599999999997,1.4138,2.4138,3.8276,0.5517,0.4138,0.4483,5.069,-0.32615438750000003,0,0,0,0,0,1,0,0,0,0,0,0,0
Jason Smith,82.75,233.0,82.75,106.0,7.5,,,33.5,37.5,10.96,3.29,15.0,28,22.7,74.7,25.6,37.2,43.53,2.0,20.5,15.9,28.0,27,39,0.6920000000000001,23,64,0.359,6,22,0.273,0.8,1.8,45.3,3,-0.175451,79.1775,2.3,2012,0.5454777,,99.2052,102.02,0.8254549999999999,53.0983,-8.63067,-7.26743,-1.36324,-6.57028,9.8214,-4.52209,-2.04819,0.1786,1.7143,1.8929,0.6429,0.2857,0.0714,3.25,-0.7566553738333335,0,0,1,0,0,0,0,0,0,0,0,0,0
Lester Hudson,71.75,196.0,80.75,98.5,3.4,,,30.5,36.0,11.15,3.16,12.0,30,90.6,115.3,35.5,51.7,56.0,6.5,18.3,27.3,15.0,144,164,0.878,197,381,0.517,98,284,0.345,1.7,3.3,24.7,4,6.26497,134.09799999999998,3.0,2009,1.21567639,58.0,96.5284,97.8724,3.56984,247.09400000000002,9.11737,7.93,1.18737,11.5818,36.5333,10.4465,1.1353,2.2,5.8667,8.0667,4.1333,2.1,0.6,27.7333,-0.031580292999999995,0,0,0,0,0,1,0,0,0,0,0,0,0
Jeremy Pargo,72.5,208.0,77.0,96.0,7.6,,,32.0,37.0,10.65,3.07,7.0,33,74.5,106.6,21.6,52.0,54.26,3.4,8.8,27.9,22.0,49,70,0.7,113,220,0.514,22,61,0.361,0.5,2.7,24.9,4,2.82144,111.54799999999999,2.5,2009,1.93831734,,93.8247,91.126,3.6343300000000003,183.14,4.7962,3.07767,1.71853,4.21556,30.0303,2.24931,1.96625,0.8182,2.5758,3.3939,4.7576,1.3939,0.1515,10.3333,-0.06575818900000001,0,0,0,0,0,1,0,0,0,0,0,0,0
Reggie Williams,75.25,199.0,81.25,103.0,5.3,,,31.5,36.5,11.32,3.07,15.0,18,6.2,44.4,18.6,26.5,25.07,3.0,9.5,9.3,45.8,0,2,0.0,3,8,0.375,1,9,0.111,0.0,3.1,11.8,1,-0.645108,42.5163,6.0,2011,0.36360661,,98.0866,98.956,0.425466,13.669,-10.254000000000001,-9.92034,-0.33361599999999997,-13.6784,4.4444,-11.7404,-1.93803,0.1111,0.3333,0.4444,0.2222,0.2222,0.0,0.5,-0.10074097333333332,0,0,0,0,0,0,0,0,0,0,1,0,0
Jeff Adrien,77.25,236.2,86.0,107.5,7.9,,,27.5,31.5,11.34,3.32,16.0,35,82.0,110.0,20.5,51.1,53.4,10.5,19.4,9.3,14.5,110,184,0.598,185,361,0.512,0,1,0.0,3.0,0.9,50.8,4,3.68016,115.711,2.3,2009,0.95162023,,90.719,85.32,4.79231,249.245,6.964189999999999,3.09291,3.8712800000000005,5.71939,34.5714,3.19892,2.52048,3.1429,6.8571,10.0,1.6857,0.5429,1.1429,13.7143,0.340076009,0,0,1,0,0,0,0,0,0,0,0,0,0
Jeff Ayres,80.75,239.6,85.0,107.0,5.5,,,31.0,35.0,11.98,3.14,15.0,35,80.2,130.8,20.2,66.0,68.99,11.0,21.9,6.7,12.3,113,145,0.779,198,299,0.662,0,1,0.0,3.3,1.0,48.3,4,5.88808,137.154,3.3,2009,0.72090181,31.0,95.9973,89.8587,4.05345,210.51,7.45978,4.83715,2.62263,7.471080000000001,32.5429,5.79765,1.67343,2.4857,5.7143,8.2,0.8857,0.4857,0.8571,14.5429,-0.44551115999999996,0,0,1,0,0,0,0,0,0,0,0,0,0
DeJuan Blair,77.25,276.6,86.0,106.5,12.0,,,26.0,33.0,11.5,3.45,18.0,33,64.5,125.8,26.2,58.4,59.33,23.7,27.6,9.3,11.0,97,160,0.606,209,358,0.584,0,0,0.0,3.6,3.5,44.7,2,5.63645,143.628,4.1,2009,0.93182334,37.0,86.5716,81.3743,4.262630000000001,236.863,14.0651,9.505930000000001,4.5591800000000005,12.3283,27.3636,9.89913,2.42915,5.5758,6.7273,12.302999999999999,1.2424,1.6061,0.9091,15.6061,0.18601615033333338,0,0,1,0,0,0,0,0,0,0,0,0,0
Chase Budinger,78.25,206.4,79.0,101.0,10.0,,,29.5,38.5,11.08,3.24,10.0,35,93.7,117.5,23.9,55.4,59.42,4.9,14.8,19.0,16.6,125,156,0.8009999999999999,152,288,0.528,67,168,0.39899999999999997,1.4,2.3,34.2,3,6.01009,130.461,2.0,2009,1.3882072,44.0,105.009,98.1723,3.65529,237.463,7.82959,6.904489999999999,0.9251030000000001,8.48344,37.6286,7.4571,1.02634,1.4,4.8,6.2,3.3714,1.4286,0.4571,18.0,0.3780473390000001,0,0,0,0,0,0,0,0,0,1,0,0,0
DeMarre Carroll,78.25,207.2,82.0,105.0,6.3,,,,,,,,38,70.0,118.8,25.1,57.6,59.15,9.3,18.6,15.2,11.5,121,191,0.634,230,397,0.579,16,44,0.364,2.4,3.1,43.3,4,4.732,132.97,3.2,2009,1.46427362,27.0,89.7454,85.9031,3.92175,248.047,10.1056,6.31798,3.7875900000000002,10.0423,28.0,7.33047,2.7118700000000002,2.4211,4.7632,7.1842,2.1579,1.5526,0.6579,16.5526,3.9413042169999994,0,0,0,0,1,0,0,0,0,0,0,0,0
Dionte Christmas,76.25,210.8,81.0,102.5,7.1,,,27.0,33.5,10.83,3.21,3.0,34,87.6,105.4,29.2,51.5,54.98,3.6,14.9,18.7,17.2,119,158,0.753,111,223,0.498,107,304,0.35200000000000004,0.4,2.6,30.0,4,4.37962,120.29799999999999,2.9,2009,1.0,,95.7977,92.2766,4.1316,229.293,5.7001,4.77275,0.9273450000000001,6.52345,35.0294,5.138999999999999,1.38445,1.0588,4.7353,5.7941,2.8824,1.5,0.1471,19.4706,-0.18076083899999998,0,0,0,0,0,0,0,0,0,0,1,0,0
Earl Clark,80.5,228.4,86.5,109.5,5.2,,,28.5,33.0,11.17,3.35,5.0,37,85.4,100.3,24.6,49.2,51.67,9.1,18.7,18.2,22.0,90,139,0.647,171,347,0.493,31,95,0.326,4.1,1.7,31.4,3,3.19342,111.212,2.2,2009,1.0,14.0,88.6298,82.7262,5.16034,265.066,6.6726,1.8184900000000002,4.8541,5.72521,34.2703,2.77433,2.9508799999999997,2.7568,5.9459,8.7027,3.2162,1.0270000000000001,1.3784,14.1892,-0.8261655139999999,0,0,0,0,0,0,0,0,1,0,0,0,0
Darren Collison,72.25,166.2,75.0,96.5,5.7,,,30.5,33.5,10.45,3.1,9.0,35,78.5,120.7,23.7,56.8,62.4,1.9,7.9,28.4,20.2,113,126,0.897,134,240,0.5579999999999999,41,104,0.39399999999999996,0.5,3.1,36.6,4,5.25031,132.45,1.9,2009,1.90807422,21.0,98.6762,93.1281,3.61098,185.905,7.687010000000001,6.622439999999999,1.06457,8.63696,31.5143,6.4635,2.17346,0.4571,1.9429,2.4,4.7429,1.6286,0.1429,14.4,4.643506642666667,0,0,0,0,0,1,0,0,0,0,0,0,0
Dante Cunningham,79.0,227.4,83.0,106.5,4.8,,,28.0,35.0,11.18,3.26,18.0,38,78.6,109.0,24.7,52.5,55.68,9.5,17.0,8.8,15.8,124,178,0.6970000000000001,244,463,0.527,0,2,0.0,4.8,2.2,38.3,4,3.96602,120.61,3.4,2009,0.57314978,33.0,93.7175,87.6626,4.21283,260.89599999999996,6.3417699999999995,2.23205,4.109719999999999,6.03803,31.5526,3.5281,2.5099299999999998,2.6053,4.8684,7.4737,1.2368,1.2368,1.2368,16.1053,0.04518178966666664,0,0,1,0,0,0,0,0,0,0,0,0,0
Stephen Curry,74.0,181.0,75.5,97.0,5.7,,,29.5,35.5,11.07,3.28,10.0,33,82.1,118.0,37.5,54.9,60.46,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.38799999999999996,0.7,3.9,36.1,3,6.6608600000000004,141.028,2.8,2009,1.43198081,7.0,89.1128,88.3785,4.44618,253.62,12.3076,9.67838,2.62918,15.279000000000002,33.8182,10.7909,4.488119999999999,0.5758,3.9091,4.4848,5.4242,2.3333,0.2121,28.6364,16.410550898999997,0,0,0,0,0,0,1,0,0,0,0,0,0
Austin Daye,81.75,191.8,86.75,110.0,5.5,,,25.0,28.0,12.11,3.55,0.0,33,65.4,102.6,24.4,53.6,56.16,4.7,22.1,8.1,18.9,72,104,0.6920000000000001,118,241,0.49,36,80,0.45,8.1,1.6,32.4,2,2.4275,111.00299999999999,4.3,2009,0.53622842,15.0,85.3883,82.9323,3.93453,217.197,5.75346,0.387002,5.36646,5.2688,26.3636,1.79443,3.4743699999999995,1.0,5.6667,6.6667,1.1212,0.7273,2.0,12.6061,-0.18704562300000002,0,0,0,0,0,0,0,0,1,0,0,0,0
DeMar DeRozan,77.5,211.2,81.0,102.5,4.9,,,29.0,38.5,11.88,3.31,5.0,35,82.8,108.2,22.3,53.1,55.51,9.3,11.6,9.6,17.1,95,147,0.6459999999999999,186,331,0.562,6,36,0.16699999999999998,1.2,1.6,40.1,1,3.6446400000000003,115.96600000000001,2.5,2009,0.69861438,9.0,99.6449,91.3877,4.010330000000001,189.502,4.60647,3.24057,1.3659,4.941330000000001,33.3714,3.5011400000000004,1.4401899999999999,2.4,3.3429,5.7429,1.4571,0.8857,0.3714,13.8571,3.8892086861249995,0,0,0,0,0,0,0,0,0,0,0,0,1
Toney Douglas,73.0,183.4,78.0,97.5,5.2,,,28.0,32.5,10.63,3.03,15.0,35,90.7,115.7,27.6,52.5,58.11,2.7,9.1,20.2,14.6,188,232,0.81,154,315,0.489,85,221,0.385,1.3,2.9,43.3,4,5.9863599999999995,131.814,2.4,2009,1.17242632,29.0,96.8368,90.557,4.49604,228.792,8.10949,6.63996,1.46953,9.74611,36.5429,7.17103,2.57508,0.8,3.1143,3.9143,2.9143,1.8,0.4286,21.4571,0.38861596699999995,0,0,0,0,0,1,0,0,0,0,0,0,0
Wayne Ellington,76.25,202.4,78.5,100.0,5.5,,,31.5,38.0,11.14,3.2,13.0,37,76.4,123.7,20.4,57.5,60.1,5.4,10.9,14.8,13.9,87,112,0.777,126,236,0.534,83,200,0.415,0.5,1.5,25.7,3,4.94137,130.887,1.9,2009,1.63939096,28.0,99.2781,93.3517,3.4887699999999997,202.59400000000002,8.958919999999999,7.84373,1.11519,8.771980000000001,30.6486,7.46548,1.3065,1.5405,3.3784,4.9189,2.7027,0.8919,0.1622,15.8919,1.384152297,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyreke Evans,76.0,220.6,83.25,104.0,7.1,,,28.5,34.0,11.81,3.17,7.0,37,72.2,101.8,33.0,48.9,52.92,5.0,15.3,30.0,21.8,138,194,0.711,196,381,0.514,34,124,0.27399999999999997,2.8,4.2,38.4,1,3.7845800000000005,122.038,3.3,2009,1.07519617,4.0,82.1427,79.0978,4.72624,250.295,10.0383,3.86939,6.168880000000001,10.5783,28.973000000000003,5.31444,5.26382,1.2703,4.0811,5.3514,3.8649,2.0811,0.7838,17.0811,2.9956071768333334,0,0,0,0,0,0,1,0,0,0,0,0,0
Taj Gibson,80.5,214.4,88.0,109.0,6.6,,,25.5,30.0,11.56,3.41,12.0,35,83.6,117.1,21.5,60.1,62.12,13.4,19.0,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0.0,9.5,1.8,57.6,3,4.647390000000001,124.31,3.5,2009,0.61110299,26.0,91.7663,84.1619,4.8867199999999995,259.815,11.3356,4.38556,6.950080000000001,9.596169999999999,33.6857,5.14951,4.44666,3.5143,5.5143,9.0286,1.2571,0.9714,2.8571,14.2857,2.4723143377499994,0,0,1,0,0,0,0,0,0,0,0,0,0
Danny Green,77.25,208.0,82.0,103.0,5.6,,,29.0,33.0,11.3,3.3,15.0,37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,50,58,0.862,98,193,0.508,75,181,0.414,4.4,3.4,15.5,4,3.99345,126.23700000000001,3.3,2009,1.62899097,46.0,93.2879,87.7191,3.66784,234.1,13.0388,7.81947,5.21935,11.7557,27.5135,7.42097,4.33469,1.7568,2.8649,4.6216,2.7297,1.7838,1.3243,12.7297,7.502293843125,0,0,0,0,0,0,0,0,0,0,0,0,1
Blake Griffin,80.5,248.4,83.25,105.0,8.2,,,32.0,35.5,10.95,3.28,22.0,35,80.6,117.6,31.1,65.7,64.77,14.2,32.2,16.3,18.2,191,324,0.59,297,451,0.659,3,8,0.375,3.6,1.9,70.6,2,6.39363,139.82,3.1,2009,0.6896479,1.0,87.4256,82.5913,5.02664,316.56,11.3401,6.906289999999999,4.43384,12.3844,33.2857,9.59816,2.78622,3.8571,10.5429,14.4,2.2857,1.1143,1.1714,22.6857,6.30469953975,0,0,1,0,0,0,0,0,0,0,0,0,0
Tyler Hansbrough,80.25,234.2,83.5,106.0,8.5,,,27.5,34.0,11.12,3.27,18.0,34,69.3,124.7,26.5,52.4,61.26,10.7,16.6,5.9,12.2,249,296,0.841,214,411,0.521,9,23,0.391,1.1,2.2,68.2,4,6.15833,143.123,3.0,2009,0.53969452,13.0,94.7501,88.5631,3.9451,223.74200000000002,7.1845,6.45565,0.728855,8.81603,30.2647,7.44251,1.37352,3.0294,5.0882,8.1176,1.0,1.2353,0.3529,20.7059,0.7723845376666666,0,0,1,0,0,0,0,0,0,0,0,0,0
James Harden,76.0,222.0,82.75,103.5,10.1,,,31.5,37.0,11.1,3.13,17.0,35,88.3,112.8,32.6,55.3,60.66,5.5,14.6,29.2,19.0,204,270,0.7559999999999999,163,289,0.564,58,163,0.35600000000000004,1.1,3.1,59.7,2,6.47615,137.102,3.2,2009,1.25425636,3.0,95.6385,89.5229,4.50387,234.83900000000003,10.3738,7.1696800000000005,3.20412,9.8125,35.8286,6.889060000000001,2.9234400000000003,1.3714,4.2,5.5714,4.2286,1.6857,0.3143,20.1143,17.0063023445,0,0,0,0,0,0,0,0,0,0,1,0,0
Gerald Henderson,76.0,214.6,82.25,102.5,4.4,,,31.5,35.0,11.17,3.14,8.0,37,74.1,110.6,27.2,49.4,54.24,4.7,14.4,18.0,15.4,143,188,0.7609999999999999,172,351,0.49,41,122,0.336,2.4,2.4,39.7,3,4.38494,126.916,2.3,2009,1.13749889,12.0,94.2551,88.4646,3.8866400000000003,216.74,6.55578,4.30157,2.25421,8.569339999999999,29.7297,6.30326,2.26608,1.2432,3.7027,4.9459,2.4595,1.2432,0.7568,16.4865,1.453003061,0,0,0,0,0,0,0,0,0,0,0,0,1
Jordan Hill,81.25,232.4,85.5,108.0,6.0,,,31.0,35.0,12.23,3.3,11.0,34,86.3,108.9,28.0,53.7,56.04,15.4,22.2,9.6,17.5,117,179,0.654,252,469,0.537,0,0,0.0,5.6,1.5,38.2,3,5.25931,126.906,3.4,2009,0.51547548,8.0,101.241,94.4767,3.9211300000000002,251.58599999999998,5.5629,3.55648,2.00643,4.59277,35.6765,4.56177,0.030994499999999998,4.2059,6.8235,11.0294,1.4706,0.8824,1.7059,18.2647,0.62453181625,0,0,0,1,0,0,0,0,0,0,0,0,0
Jrue Holiday,75.25,199.0,79.0,100.5,6.3,,,28.5,34.0,10.64,3.21,6.0,35,67.6,107.2,20.5,50.4,53.15,6.0,11.8,23.8,23.4,45,62,0.726,85,161,0.528,27,88,0.307,2.1,3.5,24.9,1,2.69889,113.024,3.2,2009,1.71995891,17.0,95.4139,90.0492,3.39905,183.665,8.33521,4.4920800000000005,3.8431300000000004,6.74022,27.1429,3.30703,3.43319,1.2571,2.5143,3.7714,3.6857,1.5714,0.5143,8.4571,7.165075104875,0,0,0,0,0,0,1,0,0,0,0,0,0
James Johnson,79.0,257.2,84.75,105.5,12.0,,,30.5,35.0,11.21,3.23,18.0,31,76.3,113.5,22.2,57.4,59.31,9.6,19.2,12.3,18.5,69,99,0.6970000000000001,165,276,0.598,22,69,0.319,5.0,2.5,28.7,2,3.77828,119.948,3.8,2009,0.83783671,16.0,89.965,85.6534,4.3006,236.275,9.52538,4.7979199999999995,4.72746,8.39846,30.5161,5.0609,3.33757,2.5484,5.9677,8.5161,2.0,1.4194,1.5484,15.0,1.7114395658749997,0,0,0,0,0,0,0,0,1,0,0,0,0
Ty Lawson,71.25,196.6,72.75,94.5,6.6,,,29.0,36.5,10.98,3.12,14.0,34,69.3,133.7,22.7,59.8,65.29,2.3,7.6,35.7,14.9,164,205,0.8,127,229,0.555,48,104,0.462,0.4,3.8,61.6,3,6.42305,145.653,2.2,2009,3.39388009,18.0,95.9576,90.0007,3.7946800000000005,213.1,12.5649,10.8452,1.71975,13.9619,30.2647,9.54698,4.4149,0.6471,2.3235,2.9706,6.5882,2.1471,0.1471,16.5294,2.8548542635999996,0,0,0,0,0,1,0,0,0,0,0,0,0
Eric Maynor,74.25,163.6,74.5,97.0,5.4,,,28.5,31.5,10.78,3.19,8.0,34,88.0,117.3,32.6,52.4,58.33,1.6,10.0,40.8,15.4,198,243,0.815,182,353,0.516,66,183,0.361,0.5,2.9,45.3,4,6.51466,137.585,2.7,2009,2.07920961,20.0,96.5092,95.9311,3.7065699999999997,211.625,8.6185,8.21306,0.405443,10.5694,35.4706,8.52288,2.04655,0.4706,3.1176,3.5882,6.1765,1.7059,0.1765,22.3529,-1.576365547,0,0,0,0,0,1,0,0,0,0,0,0,0
Jerel McNeal,73.5,190.4,79.25,99.5,5.4,,,31.5,36.5,10.61,3.25,10.0,35,87.3,109.4,27.8,52.2,55.8,2.6,12.7,24.4,17.3,135,183,0.738,150,318,0.47200000000000003,86,216,0.39799999999999996,1.9,3.3,34.3,4,4.9273,124.949,2.8,2009,1.33008259,,97.8832,92.656,4.0708400000000005,249.53099999999998,8.14039,5.5608900000000006,2.5795,8.88038,35.0286,6.36282,2.51756,0.8,3.7429,4.5429,3.9143,2.0286,0.6,19.8,-0.156268317,0,0,0,0,0,0,0,0,0,0,1,0,0
Jodie Meeks,75.0,211.4,76.5,98.0,8.0,,,28.5,37.0,10.96,3.1,14.0,36,85.9,118.9,27.9,56.6,62.87,2.0,8.6,11.7,15.8,211,234,0.902,146,280,0.521,117,288,0.406,0.4,2.2,41.2,3,5.90613,133.80100000000002,2.2,2009,0.65624182,41.0,98.0648,93.586,3.89665,213.232,4.67523,5.8246,-1.14937,7.8038,34.3611,7.03987,0.763933,0.5278,2.8611,3.3889,1.75,1.3333,0.1389,23.7222,1.0001519085000001,0,0,0,0,0,0,0,0,0,0,1,0,0
Patty Mills,71.25,175.4,74.0,95.0,6.9,,,27.5,33.0,10.87,3.1,8.0,24,61.7,108.8,29.0,47.6,52.27,1.6,6.0,25.9,17.1,84,98,0.857,87,191,0.455,63,190,0.332,0.6,3.9,25.7,2,4.6624099999999995,123.834,2.0,2009,1.37879996,55.0,98.51299999999999,97.1169,3.4349,143.825,5.16627,4.90741,0.258865,7.47588,33.9583,5.28972,2.1861599999999997,0.4583,1.8333,2.2917,3.7917,2.2083,0.2083,18.625,3.897691151875,0,0,0,0,0,1,0,0,0,0,0,0,0
Byron Mullens,83.75,258.2,85.5,111.0,8.5,,,28.5,32.5,11.1,3.45,10.0,33,50.3,106.2,23.2,63.8,62.88,11.6,17.1,3.3,20.9,52,93,0.5589999999999999,120,187,0.642,0,1,0.0,6.8,1.5,49.5,1,2.2440700000000002,116.434,4.1,2009,0.17644775,24.0,95.2855,90.4165,2.50107,132.22799999999998,2.7519099999999996,0.948526,1.80338,3.5782300000000005,20.3333,2.14146,1.43677,1.6667,3.0,4.6667,0.2727,0.4848,1.1212,8.8485,-1.236894763,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Teague,72.25,175.2,79.5,98.5,4.5,,,30.5,36.5,11.05,3.18,13.0,31,79.9,113.1,26.2,54.6,61.47,1.7,8.6,20.2,21.0,179,219,0.8170000000000001,135,269,0.502,45,102,0.441,2.0,3.1,59.0,2,4.56874,125.45299999999999,2.7,2009,1.05770834,19.0,95.1768,90.6154,3.95475,203.18599999999998,6.6175,4.81044,1.8070599999999999,8.47287,31.9677,5.78494,2.68792,0.4839,2.8065,3.2903,3.5484,1.871,0.6452,18.8387,3.153731626,0,0,0,0,0,1,0,0,0,0,0,0,0
Hasheem Thabeet,85.25,267.2,90.25,113.0,6.7,,,,,,,,35,75.1,118.7,19.4,64.4,64.84,13.4,21.7,3.0,17.5,131,209,0.627,172,267,0.644,0,0,0.0,11.9,1.2,78.3,3,4.14637,122.991,3.1,2009,0.26153681,2.0,83.8351,78.8458,5.07759,287.55400000000003,11.5125,3.53021,7.98233,11.2046,31.6286,5.13615,6.06841,3.6857,7.0286,10.7143,0.4857,0.6286,4.2,13.5714,-0.749821236,1,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Thornton,74.75,194.4,77.0,99.0,4.8,,,31.0,33.0,10.73,3.28,14.0,35,79.1,119.4,28.9,54.4,58.01,7.1,11.9,15.4,11.6,149,200,0.745,178,341,0.522,78,201,0.38799999999999996,1.2,2.9,36.9,4,5.74501,136.561,2.6,2009,1.17188009,43.0,97.0415,94.22200000000001,3.52041,205.185,7.723439999999999,7.866280000000001,-0.142843,11.2352,31.8857,9.83939,1.39583,2.0286,3.4571,5.4857,2.1429,1.6,0.3714,21.1143,0.9744792044999999,0,0,0,0,0,0,0,0,0,0,1,0,0
