player_name,war_total
Evan Fournier,2.958528313
Marvin Williams,2.954316038
Rajon Rondo,2.947511257
Kentavious Caldwell-Pope,2.946467901
Samuel Dalembert,2.946079833
Joe Johnson,2.944484126
Kelly Olynyk,2.94328449
Luis Scola,2.937603639
Marcus Morris,2.930062568
Jeremy Lamb,2.928390151
Kelly Olynyk,2.927893451
Robin Lopez,2.926977521
Manu Ginobili,2.926910458
Joe Harris,2.925280567
Carmelo Anthony,2.924209925
Donatas Motiejunas,2.922625969
De'Anthony Melton,2.922433738
Montrezl Harrell,2.920790724
C.J. Watson,2.915974449
Delon Wright,2.915670723
Larry Nance Jr.,2.915294039
Rodney Stuckey,2.91369064
Brandon Jennings,2.899826293
Malcolm Brogdon,2.89876404
Jose Calderon,2.897294652
Nicolas Claxton,2.882568433
Patrick Patterson,2.881309683
E'Twaun Moore,2.880184461
Will Barton,2.878701878
Jodie Meeks,2.878434715
Enes Kanter,2.872921326
Jrue Holiday,2.865791904
Thabo Sefolosha,2.864078543
Gorgui Dieng,2.862482155
Kyle Singler,2.861810807
Kyle Anderson,2.855148252
Dirk Nowitzki,2.85500612
Trevor Booker,2.854236456
Royce O'Neale,2.854018329
Pablo Prigioni,2.847047642
Nikola Mirotic,2.846713968
Kelly Oubre Jr.,2.845777471
Deandre Ayton,2.845642182
Chris Boucher,2.842958283
Royce O'Neale,2.842911689
Robin Lopez,2.841530289
Aron Baynes,2.840456961
Marcus Morris Sr.,2.831206052
Zaza Pachulia,2.823020326
Ian Mahinmi,2.822582906
Justise Winslow,2.81258991
Tomas Satoransky,2.811885009
Kenrich Williams,2.800065773
Rondae Hollis-Jefferson,2.796902756
Rudy Gay,2.792900797
Joel Embiid,2.792342633
Dennis Schroder,2.785205877
Andre Roberson,2.784145603
Zach LaVine,2.781133662
Mirza Teletovic,2.779283949
Josh Okogie,2.775448186
Matthew Dellavedova,2.770166802
Dwight Howard,2.767221823
Reggie Bullock,2.761715946
Tomas Satoransky,2.75941715
Jarred Vanderbilt,2.757786691
D.J. Augustin,2.746394592
Alec Burks,2.746207135
Gorgui Dieng,2.743097331
Dwyane Wade,2.741465753
Jordan Bell,2.737399373
Marcus Morris,2.729620294
Victor Oladipo,2.725331434
Trevor Booker,2.725141242
T.J. Warren,2.72191532
CJ Miles,2.720979958
Marcin Gortat,2.716808599
Thabo Sefolosha,2.715906293
Ed Davis,2.71531587
Lauri Markkanen,2.706662931
Norman Powell,2.706039832
De'Aaron Fox,2.696372334
Derrick Rose,2.694904967
Avery Bradley,2.692490511
Carmelo Anthony,2.687007984
Solomon Hill,2.682319603
Devin Harris,2.677510312
Josh Hart,2.675405266
Aaron Gordon,2.672958098
Cory Joseph,2.667267742
Justise Winslow,2.664563233
Kyle O'Quinn,2.659038875
Zaza Pachulia,2.658675241
Nikola Vucevic,2.656184753
Shabazz Napier,2.653440675
Ryan Anderson,2.652481683
Patty Mills,2.642770501
Josh Richardson,2.642346796
Kelly Oubre Jr.,2.636284436
Derrick Jones Jr.,2.635645681
Trey Burke,2.633266532
Marcin Gortat,2.632330105
Jordan Clarkson,2.630692161
Steven Adams,2.63039246
Kelly Olynyk,2.625718963
Andrew Wiggins,2.623254993
Evan Turner,2.621225968
Ed Davis,2.616817004
Khris Middleton,2.610856247
Avery Bradley,2.609026324
T.J. Warren,2.60526812
Pau Gasol,2.603868275
David West,2.603504969
C.J. Watson,2.602506371
Seth Curry,2.602177333
Enes Kanter,2.596967923
Wilson Chandler,2.592493738
Gordon Hayward,2.590914092
Khris Middleton,2.578773818
Nate Wolters,2.578374278
Victor Oladipo,2.577865553
Nick Young,2.577782471
Lou Williams,2.576833346
Danilo Gallinari,2.575092274
Solomon Hill,2.573641044
Wesley Johnson,2.570905451
Steven Adams,2.569431836
Raymond Felton,2.565856749
Mo Williams,2.557187511
Justise Winslow,2.550680038
Jalen Brunson,2.547079347
Marc Gasol,2.544967134
Langston Galloway,2.544133213
Wilson Chandler,2.54020222
Seth Curry,2.538779438
Furkan Korkmaz,2.536565153
Jerami Grant,2.535654892
LaMarcus Aldridge,2.530917368
Ryan Anderson,2.528884993
Jeff Green,2.52761579
Trey Lyles,2.52515009
Nene,2.524565781
DeMar DeRozan,2.523233531
Enes Kanter,2.520008334
Devin Harris,2.516831331
Torrey Craig,2.514936996
Otto Porter Jr.,2.510755808
Tyler Zeller,2.508760416
Ersan Ilyasova,2.507958163
Dwight Powell,2.506581084
De'Andre Hunter,2.501885339
Lauri Markkanen,2.500888933
Derrick Favors,2.497842488
Justin Holiday,2.497102817
Kosta Koufos,2.496346374
Pablo Prigioni,2.495474267
CJ Miles,2.494489404
Meyers Leonard,2.494145573
Kentavious Caldwell-Pope,2.493572226
Jeremy Evans,2.488849292
Nick Calathes,2.488336788
Jonas Valanciunas,2.484871154
Jerian Grant,2.481508406
Kevin Love,2.481238028
Pat Connaughton,2.468816375
Dennis Schroder,2.468132374
Dewayne Dedmon,2.466204847
Elfrid Payton,2.463645409
Patty Mills,2.463255565
Brandon Clarke,2.450816843
Blake Griffin,2.450152292
Iman Shumpert,2.446725052
Reggie Jackson,2.440912964
Richaun Holmes,2.439248352
Boris Diaw,2.438576107
Josh Hart,2.431116115
Jonas Valanciunas,2.429261702
Daniel Theis,2.428947983
Willie Cauley-Stein,2.426611162
Tyus Jones,2.426331208
Noah Vonleh,2.424035021
Thabo Sefolosha,2.422968952
Cody Martin,2.412441549
Gerald Green,2.404810691
Norman Powell,2.402118009
Cody Zeller,2.395151564
Devin Booker,2.39459862
Reggie Bullock,2.385430469
Buddy Hield,2.385016186
D.J. Augustin,2.384190847
Khem Birch,2.379425759
Serge Ibaka,2.376324629
Dorian Finney-Smith,2.376237323
James Johnson,2.373768102
Evan Fournier,2.363192342
Bruce Brown,2.361096163
Kent Bazemore,2.355999488
Jeff Teague,2.355602958
Marcus Morris,2.354091622
Amar'e Stoudemire,2.344793224
Nemanja Bjelica,2.344086552
Khem Birch,2.343423026
Garrett Temple,2.338402226
Omri Casspi,2.338226516
Kosta Koufos,2.325280111
Timofey Mozgov,2.322643183
Nerlens Noel,2.321138604
Dwyane Wade,2.319969841
Josh Smith,2.317917294
Joe Harris,2.315739919
LaMelo Ball,2.308454456
Markieff Morris,2.3078341
Tyler Hansbrough,2.306836439
Jeremy Lamb,2.305445045
Roy Hibbert,2.304759324
Nick Calathes,2.303108134
Raul Neto,2.29744511
Langston Galloway,2.296792054
Serge Ibaka,2.295383836
Tyler Zeller,2.293202972
Rajon Rondo,2.287293205
Isaac Bonga,2.286388508
CJ Miles,2.283404754
Marreese Speights,2.274486212
Anthony Morrow,2.272416829
Andre Drummond,2.271438087
Raymond Felton,2.267696242
Terrence Jones,2.259387106
Lonzo Ball,2.258479926
Serge Ibaka,2.251111374
Kenneth Faried,2.247687321
Cody Zeller,2.246437134
Shaquille Harrison,2.243857
Marco Belinelli,2.242330787
Corey Brewer,2.240380567
Tarik Black,2.23936778
Brandon Clarke,2.238790084
Taj Gibson,2.238069975
Justin Holiday,2.229012438
Ryan Arcidiacono,2.227069655
Mirza Teletovic,2.226477061
Damion Lee,2.217919997
Georges Niang,2.212976668
Giannis Antetokounmpo,2.211484865
Ish Smith,2.209054305
Al Horford,2.20885582
Kent Bazemore,2.199161231
Marcus Thornton,2.197365159
JR Smith,2.194276976
Robin Lopez,2.192643197
Wayne Ellington,2.18970029
Jaren Jackson Jr.,2.189514664
Jonas Valanciunas,2.187338537
Reggie Jackson,2.186055348
Cory Joseph,2.184581529
Dion Waiters,2.183524568
Malik Beasley,2.182016556
Michael Kidd-Gilchrist,2.178346887
Enes Kanter,2.167281912
Lavoy Allen,2.164894374
Bojan Bogdanovic,2.164621853
Aron Baynes,2.162920025
Gerald Green,2.159815458
T.J. McConnell,2.155352017
Alex Caruso,2.151722324
Boban Marjanovic,2.151134883
Kevon Looney,2.150976215
Hassan Whiteside,2.150021443
Andre Drummond,2.14982858
Darren Collison,2.14333903
David Nwaba,2.141242543
Kyle O'Quinn,2.138417801
Jusuf Nurkic,2.134866807
Immanuel Quickley,2.134113926
T.J. McConnell,2.13318418
Jeff Green,2.131536057
Deron Williams,2.130198944
Shai Gilgeous-Alexander,2.128439394
Russell Westbrook,2.127703424
Damion Lee,2.123943026
Tony Snell,2.118405738
Dillon Brooks,2.116666
Josh Jackson,2.111676238
Nate Robinson,2.108212606
Devin Harris,2.105116818
George Hill,2.103646785
Tyson Chandler,2.10319957
Nicolas Batum,2.101826397
Gary Trent Jr.,2.098384515
Tobias Harris,2.097779392
Alex Len,2.09627896
Gary Harris,2.095033834
E'Twaun Moore,2.092372406
Darrell Arthur,2.090227881
Wesley Matthews,2.087591147
Tristan Thompson,2.086023804
Iman Shumpert,2.081103047
Luc Mbah a Moute,2.079727631
Devin Booker,2.073368145
Darius Miller,2.073196977
Rondae Hollis-Jefferson,2.072850599
Davis Bertans,2.071213244
Mitchell Robinson,2.06411921
Derrick Rose,2.063401399
David Nwaba,2.058315227
Nene,2.057757987
Shaquille Harrison,2.057355096
Chris Bosh,2.057206464
Cory Joseph,2.05647728
Lucas Nogueira,2.054379278
Maxi Kleber,2.053801037
Josh Richardson,2.047838039
Evan Fournier,2.043600444
Darrell Arthur,2.038822611
Dorell Wright,2.035799089
J.J. Barea,2.034798515
Garrett Temple,2.034433488
Kristaps Porzingis,2.033846576
Robert Williams III,2.032605963
Carmelo Anthony,2.032332401
Shelvin Mack,2.031179847
Mike Conley,2.023808703
Marcus Morris,2.021409476
Jeff Green,2.018205371
Anthony Tolliver,2.018122569
Bojan Bogdanovic,2.013904747
Bogdan Bogdanovic,2.012245231
E'Twaun Moore,2.011524882
CJ Miles,2.008756563
Jeremy Lamb,2.004754516
John Collins,2.003056396
Garrison Mathews,1.997843929
Drew Gooden,1.995389574
Jared Dudley,1.993332053
Nikola Vucevic,1.992794068
Myles Turner,1.990955401
Caris LeVert,1.989748443
Tony Bradley,1.985100467
Rondae Hollis-Jefferson,1.978907059
Shaun Livingston,1.978217962
Nicolas Batum,1.977315187
Tony Parker,1.977315114
Jusuf Nurkic,1.973211927
Al-Farouq Aminu,1.966334705
Brandan Wright,1.965386205
Rudy Gay,1.959477671
James Ennis III,1.957958518
Taj Gibson,1.95535149
Cody Zeller,1.950657026
Elfrid Payton,1.950517308
Kendrick Nunn,1.947918846
Kevin Garnett,1.943989074
Courtney Lee,1.943535774
Brook Lopez,1.943187572
Danilo Gallinari,1.941857244
Tim Hardaway Jr.,1.936704118
Cole Aldrich,1.936260175
Ty Lawson,1.935776847
Maurice Harkless,1.933974584
Tyreke Evans,1.933044785
Wayne Ellington,1.931034215
Jamal Murray,1.928691031
Dillon Brooks,1.928602646
Ian Mahinmi,1.925716795
Zach LaVine,1.924199163
Juan Toscano-Anderson,1.922670675
PJ Dozier,1.921210191
Willie Cauley-Stein,1.919544185
Derrick Favors,1.91661921
Harrison Barnes,1.915820103
Tomas Satoransky,1.914009816
Serge Ibaka,1.913936733
Zach Randolph,1.913061611
Malcolm Brogdon,1.912709325
John Henson,1.909097923
Iman Shumpert,1.907763707
Kyle Anderson,1.904689771
Zaza Pachulia,1.898217898
DeAndre Jordan,1.895930837
Yogi Ferrell,1.894035834
Trey Burke,1.893622567
Nerlens Noel,1.892393819
Nerlens Noel,1.889167396
Kevin Love,1.887343404
Troy Daniels,1.883603769
Spencer Dinwiddie,1.876555758
Kyrie Irving,1.875386875
Kris Humphries,1.875103041
Luke Kornet,1.874729344
Monte Morris,1.873753463
Dejounte Murray,1.871852865
Jeremy Lamb,1.871837883
Timothe Luwawu-Cabarrot,1.860217009
Luguentz Dort,1.860045565
Anthony Tolliver,1.854270558
Aaron Gordon,1.853541737
Trevor Ariza,1.849090532
Bruce Brown,1.844722746
Patty Mills,1.843446429
Ben McLemore,1.841455999
Dewayne Dedmon,1.840296146
Jon Leuer,1.838713581
Alexis Ajinca,1.837508138
Ekpe Udoh,1.832673697
Langston Galloway,1.832099671
Dwight Powell,1.830131844
Alan Anderson,1.826651236
Ryan Arcidiacono,1.824294208
Pat Connaughton,1.823280478
Rodney Hood,1.82188604
Grayson Allen,1.817888538
Jose Calderon,1.816606014
Larry Nance Jr.,1.815663444
Alan Williams,1.802555331
Ja Morant,1.794861347
Nicolas Batum,1.792241701
Austin Rivers,1.78834384
Nerlens Noel,1.785240022
Giannis Antetokounmpo,1.784034014
Al Horford,1.783800249
Shelvin Mack,1.780029789
Trevor Ariza,1.778435111
Xavier Henry,1.776113086
Lonzo Ball,1.776008115
Mario Hezonja,1.775629795
Tyler Johnson,1.770702985
Caris LeVert,1.764874792
Maxi Kleber,1.761544222
Delon Wright,1.760251713
Jalen Brunson,1.760218389
Langston Galloway,1.756105792
Ed Davis,1.755741707
Jeff Teague,1.754946595
Kyle Kuzma,1.749639211
Bradley Beal,1.746502494
Mo Bamba,1.744571225
Luc Mbah a Moute,1.742458903
Kenneth Faried,1.740790342
Brandon Knight,1.736108607
Larry Nance Jr.,1.731950494
Kenyon Martin,1.727971428
Julius Randle,1.726633452
DeMarcus Cousins,1.726368299
Chuma Okeke,1.726220575
Kendrick Nunn,1.72272019
Frank Kaminsky,1.718363757
Maurice Harkless,1.718226599
E'Twaun Moore,1.718098593
Courtney Lee,1.717435525
Luc Mbah a Moute,1.715272261
Kyle Anderson,1.710425401
Harrison Barnes,1.709553959
Trevor Booker,1.708639976
Norman Powell,1.708102414
Talen Horton-Tucker,1.704904285
Joe Johnson,1.703420472
Kevin Garnett,1.703361444
Rodney Stuckey,1.701508305
Eric Gordon,1.700508202
Pero Antic,1.700127352
Dario Saric,1.696194157
Brook Lopez,1.695009246
JJ Redick,1.691994884
Jerian Grant,1.688923038
Courtney Lee,1.68727278
Vince Carter,1.687121062
T.J. Warren,1.684935308
Michael Carter-Williams,1.683999663
Cameron Johnson,1.680864003
Will Barton,1.679492457
Markieff Morris,1.679343927
Kentavious Caldwell-Pope,1.678950625
JR Smith,1.678540548
Shake Milton,1.668009927
Luke Kennard,1.667090835
JaVale McGee,1.666922968
Trey Burke,1.66316135
Sam Dekker,1.658242341
John Collins,1.654028557
Ish Smith,1.64977743
Michael Carter-Williams,1.643408394
Jan Vesely,1.642523002
Ish Smith,1.641367099
Draymond Green,1.640469058
Harrison Barnes,1.638759333
Jeff Green,1.638685742
Raul Neto,1.638575487
Robert Williams III,1.638163262
Tyreke Evans,1.631414453
Jonathon Simmons,1.628006746
Gerald Henderson,1.626270755
Kyle O'Quinn,1.626075762
Kyle Korver,1.625268755
Juancho Hernangomez,1.620631665
Tyus Jones,1.6180865
Bobby Portis,1.616700053
Gerald Wallace,1.613527774
T.J. McConnell,1.611019593
Dwight Powell,1.610505056
Patrick Beverley,1.607263106
Tyrese Haliburton,1.605072584
Gary Harris,1.604580638
Ersan Ilyasova,1.601116053
Jordan McLaughlin,1.599509177
Boban Marjanovic,1.598261291
David West,1.588664255
Brandon Bass,1.586707134
DeMar DeRozan,1.584063446
Dario Saric,1.583416368
Aron Baynes,1.582774432
Jeff Withey,1.582665737
Victor Oladipo,1.57945895
Marvin Williams,1.576907564
Mike Muscala,1.574957985
Enes Kanter,1.573359478
Boris Diaw,1.573305486
Cory Joseph,1.572537713
Terry Rozier,1.572107598
Thabo Sefolosha,1.571988373
Dwyane Wade,1.571707331
John Henson,1.555107535
Jevon Carter,1.553354042
Wayne Ellington,1.553111211
JaVale McGee,1.552072624
Shabazz Muhammad,1.551845355
Evan Turner,1.549032861
Derrick Jones Jr.,1.548697427
Jerryd Bayless,1.547213365
Svi Mykhailiuk,1.542290812
Cory Joseph,1.540310607
D'Angelo Russell,1.538416787
Tyus Jones,1.53664464
Ronnie Price,1.536311882
Dion Waiters,1.534820955
Tyler Herro,1.53115592
Jonas Jerebko,1.523310111
Wesley Johnson,1.522910023
J.J. Barea,1.52230274
Naz Reid,1.522113335
Jason Thompson,1.519972041
Julius Randle,1.518339628
Willie Cauley-Stein,1.516949434
Kevin Martin,1.516674499
James Ennis III,1.509145916
Kyle Kuzma,1.507762313
DeMarre Carroll,1.506976808
Danuel House Jr.,1.505499169
Beno Udrih,1.503183805
Elton Brand,1.502412873
Jeff Green,1.500305167
Matthew Dellavedova,1.499567455
Shawn Marion,1.499078034
Harrison Barnes,1.497559093
John Konchar,1.494509871
Garrett Temple,1.493436069
Jodie Meeks,1.492346887
DeJuan Blair,1.488489123
Mason Plumlee,1.482968895
Shaquille Harrison,1.479425895
Jordan Hill,1.475062168
JaMychal Green,1.474858535
Corey Brewer,1.474062333
Daniel Theis,1.472894456
Terrence Ross,1.465514777
Aaron Holiday,1.464095003
Pat Connaughton,1.461755838
Evan Turner,1.458917492
Juancho Hernangomez,1.456569373
Josh McRoberts,1.452738537
Langston Galloway,1.451779444
Tony Bradley,1.450020501
Zion Williamson,1.447534103
Andre Miller,1.446566805
Kevin Garnett,1.44223007
Jon Leuer,1.441218343
Kyle O'Quinn,1.440922863
Goran Dragic,1.440870908
Paul Millsap,1.440371145
Jabari Parker,1.440175757
TJ Leaf,1.436550808
Cory Joseph,1.433962641
Rasual Butler,1.431855112
Jaylen Brown,1.430802791
Brandon Jennings,1.428482864
Tyler Herro,1.425043548
Vince Carter,1.422161925
Matt Bonner,1.420802941
Kelly Olynyk,1.420477687
Martell Webster,1.418225816
Taj Gibson,1.416683641
Larry Nance Jr.,1.41661738
Boban Marjanovic,1.414146625
Wayne Ellington,1.414087469
Ian Mahinmi,1.41023173
Festus Ezeli,1.399556162
Furkan Korkmaz,1.397523451
Omer Asik,1.396991849
Nikola Vucevic,1.395623962
Anthony Tolliver,1.390284117
Joe Ingles,1.390250696
Nick Young,1.384511272
Kosta Koufos,1.384041955
Marquese Chriss,1.382656848
Nene,1.382444584
Dorell Wright,1.381942545
Jeremy Lin,1.381790206
Landry Shamet,1.381015637
Brian Roberts,1.380735086
Mike Muscala,1.370675416
Ryan Anderson,1.367284635
Shabazz Napier,1.360591635
Michael Beasley,1.354232442
Jonas Jerebko,1.34880622
Pablo Prigioni,1.348231648
Jordan Clarkson,1.345934747
Marcus Thornton,1.345739839
Tyler Ennis,1.345664325
Brad Wanamaker,1.342693119
Jarrett Jack,1.342218303
Taj Gibson,1.341856127
Elijah Millsap,1.338983492
Dwight Howard,1.338187097
Sasha Vujacic,1.333558968
Josh Okogie,1.333431556
Mason Plumlee,1.32989261
Nerlens Noel,1.329819827
Maxi Kleber,1.329262298
Ronny Turiaf,1.325326352
Dennis Schroder,1.324899005
Dante Cunningham,1.324776682
Luke Babbitt,1.321866054
Stanley Johnson,1.318349208
Wesley Matthews,1.317814448
Alex Len,1.31637505
Domantas Sabonis,1.315475767
Victor Oladipo,1.310711305
Jodie Meeks,1.30794813
Dennis Smith Jr.,1.307162415
Ian Mahinmi,1.301847377
D.J. Augustin,1.298400509
Pero Antic,1.297095537
Kenrich Williams,1.295913817
Grant Williams,1.295246066
Darius Garland,1.292475644
Kevin Martin,1.289978978
Terry Rozier,1.289092525
Lavoy Allen,1.288226225
Salah Mejri,1.287264308
Dario Saric,1.283736241
Robbie Hummel,1.282586855
Vince Carter,1.275630101
Tyus Jones,1.275579534
Kenneth Faried,1.268501995
DeAndre Jordan,1.266994058
Omri Casspi,1.255989211
Tristan Thompson,1.253524633
Alex Abrines,1.249007678
Solomon Hill,1.247648083
Matthew Dellavedova,1.247288409
Alex Len,1.245722766
Will Barton,1.239981836
Shane Larkin,1.239758039
Chuck Hayes,1.237398402
Jordan Farmar,1.235694545
David Lee,1.234888716
Arron Afflalo,1.231903915
Dirk Nowitzki,1.229613671
Willy Hernangomez,1.226270293
Sindarius Thornwell,1.225587619
Troy Brown Jr.,1.225175487
Kris Dunn,1.224853053
Lance Thomas,1.22358849
Jabari Parker,1.222988402
Andrew Harrison,1.222603424
Jerami Grant,1.222232355
Mike Scott,1.21816983
Mario Chalmers,1.218142017
Richard Jefferson,1.218061241
Raul Neto,1.217943527
Montrezl Harrell,1.217511902
Ivica Zubac,1.217133779
Kenrich Williams,1.2168449
Ish Smith,1.215226648
Greg Monroe,1.212977861
Luol Deng,1.212913741
Boban Marjanovic,1.212224727
Andrew Nicholson,1.206923834
Ricky Rubio,1.202131701
J.J. Barea,1.197722992
Cedi Osman,1.196558677
Denzel Valentine,1.196481747
Gerald Henderson,1.195514307
Marcus Thornton,1.194005435
Darius Miller,1.189987575
Rajon Rondo,1.188371552
Desmond Bane,1.187107163
David Nwaba,1.184861323
Avery Bradley,1.18394564
Norman Powell,1.182891619
Dante Cunningham,1.182832861
O.J. Mayo,1.181929333
Garrett Temple,1.179953139
Spencer Hawes,1.176971298
Nicolas Batum,1.176790576
Willy Hernangomez,1.176195327
Bam Adebayo,1.172123132
Joel Freeland,1.170327736
Evan Turner,1.168343083
Mitchell Robinson,1.167371497
Rodney Hood,1.166610361
Mike Conley,1.166249968
Thomas Robinson,1.165536168
Amar'e Stoudemire,1.162911083
Joakim Noah,1.16188811
Jeff Withey,1.160737065
Evan Fournier,1.160070707
Aaron Brooks,1.159718515
Luol Deng,1.15962186
Andrew Wiggins,1.156946123
DeAndre Jordan,1.155583381
Cameron Payne,1.150689376
Kelly Oubre Jr.,1.149741648
Matt Thomas,1.149213612
Jameer Nelson,1.146206878
Jaxson Hayes,1.145534845
Robin Lopez,1.140404459
Trey Burke,1.138932109
Dante Exum,1.138286817
JaMychal Green,1.13820641
Hamidou Diallo,1.137552855
Patrick Patterson,1.136084649
Rodney McGruder,1.135746424
Cedi Osman,1.132856756
Cody Zeller,1.132114903
Nikola Pekovic,1.131029048
Josh Jackson,1.13068314
Zach LaVine,1.129927064
Cody Martin,1.129612187
Nemanja Bjelica,1.128251343
Josh Harrellson,1.127996861
Thomas Bryant,1.12767507
Steve Blake,1.126432553
Quincy Acy,1.123479142
Mike Muscala,1.12338829
Bryn Forbes,1.123051273
Aaron Brooks,1.119932906
Channing Frye,1.119759227
Andre Iguodala,1.119498466
Maurice Harkless,1.115560336
Kelly Olynyk,1.115039695
Gorgui Dieng,1.110506015
Denzel Valentine,1.10315686
Isaiah Hartenstein,1.102293815
Raul Neto,1.101009906
Tiago Splitter,1.099766495
Eric Gordon,1.099684724
Corey Brewer,1.098217317
Ian Mahinmi,1.092699697
Kosta Koufos,1.092096764
Eric Gordon,1.090173943
Georges Niang,1.089456265
Tyler Johnson,1.089064956
Treveon Graham,1.088535362
Nickeil Alexander-Walker,1.087195883
Shawne Williams,1.081498887
Drew Gooden,1.081329621
Michael Carter-Williams,1.078538795
Oshae Brissett,1.078280603
Frank Kaminsky,1.077938469
Elfrid Payton,1.076213983
Andrei Kirilenko,1.065777564
Mike Muscala,1.065657184
Khyri Thomas,1.065521998
James Ennis III,1.065242373
Frank Ntilikina,1.064728095
Tyson Chandler,1.063755443
Nick Collison,1.063063189
Jordan Crawford,1.061474659
Frank Kaminsky,1.059363833
Marco Belinelli,1.05871397
Beno Udrih,1.058451223
Anderson Varejao,1.057348849
Jaren Jackson Jr.,1.05382274
P.J. Washington,1.052515371
Matt Bonner,1.050500215
Reggie Bullock,1.047445189
Andre Iguodala,1.046488
Zaza Pachulia,1.045410525
Toney Douglas,1.043447181
Khem Birch,1.043290507
Austin Rivers,1.043057448
Tim Frazier,1.042674588
Mike James,1.041823473
David Nwaba,1.039821002
Jeremy Evans,1.038260106
Kevin Huerter,1.035818287
Bojan Bogdanovic,1.033733088
Cole Aldrich,1.02873738
Luke Kennard,1.027962211
Glenn Robinson III,1.025238842
D.J. Augustin,1.022438549
Michael Carter-Williams,1.02118832
Chris Douglas-Roberts,1.019994236
Anderson Varejao,1.019790835
Cameron Payne,1.019629961
Ramon Sessions,1.018906955
Dewayne Dedmon,1.015862264
Marvin Williams,1.015359993
Ron Baker,1.014834125
Phil Pressey,1.014702191
Thaddeus Young,1.01265683
Kosta Koufos,1.012025362
Brian Roberts,1.010625097
Cory Jefferson,1.005961644
Russell Westbrook,1.005400307
Andrew Wiggins,1.000931361
Patrick Beverley,0.99980189
Tomas Satoransky,0.999249914
Jon Leuer,0.997073635
O.J. Mayo,0.997066897
Shabazz Napier,0.993835015
Darius Bazley,0.993664949
Quincy Pondexter,0.993321437
Caris LeVert,0.989537449
Taurean Prince,0.988547142
Naz Reid,0.987767469
Jimmer Fredette,0.9863435
Alex Len,0.986185662
Isaiah Canaan,0.986058729
Reggie Jackson,0.985737444
Jeff Green,0.985149578
Thomas Bryant,0.979397191
Jordan Clarkson,0.977336337
Cristiano Felicio,0.973079967
MarShon Brooks,0.972933437
Rodney McGruder,0.971934496
Kyle Korver,0.971542936
Timofey Mozgov,0.967912232
Kawhi Leonard,0.965839777
Goran Dragic,0.965196788
Ish Smith,0.964231304
James Ennis III,0.964055973
Dario Saric,0.960452962
Donte DiVincenzo,0.95661009
Mason Plumlee,0.954787737
Luke Babbitt,0.952402726
Torrey Craig,0.94888948
Alec Burks,0.94681923
Ryan Kelly,0.944672666
Doug McDermott,0.9435373
Willie Reed,0.942895488
Ja Morant,0.941886222
Kenneth Faried,0.939223857
Gorgui Dieng,0.938810755
Tony Snell,0.935556783
D'Angelo Russell,0.933453149
Miles Plumlee,0.927708001
Michael Kidd-Gilchrist,0.927321495
Caleb Martin,0.925338126
Danuel House Jr.,0.92417966
Dwight Powell,0.920808906
Tristan Thompson,0.918816788
Xavier Tillman,0.917439088
Willie Cauley-Stein,0.916987533
Payton Pritchard,0.914739012
Drew Eubanks,0.912801315
Moritz Wagner,0.911906533
Tyler Johnson,0.906205503
Rodney Hood,0.905969128
Vince Carter,0.905034635
Cristiano Felicio,0.90295321
Jonas Jerebko,0.899343726
Malachi Flynn,0.899145726
Caron Butler,0.898181803
Matthew Dellavedova,0.897827177
Aron Baynes,0.896839835
Khem Birch,0.894859659
Evan Turner,0.894269951
Tarik Black,0.893558402
Richard Jefferson,0.89028809
Lauri Markkanen,0.88891285
Tayshaun Prince,0.885263656
Will Barton,0.883364876
Javonte Green,0.882961105
Steve Novak,0.881182587
Joakim Noah,0.87777747
Salah Mejri,0.87764356
Trey Burke,0.872903792
Corey Brewer,0.86821355
Justin Jackson,0.866580186
Randy Foye,0.866077929
Dion Waiters,0.865084176
Mike Muscala,0.864744774
Trey Burke,0.864371322
Garrison Mathews,0.863602204
Avery Bradley,0.860110834
Richaun Holmes,0.859137343
Tony Snell,0.856526158
Mirza Teletovic,0.8565106
Myles Turner,0.852949392
Chase Budinger,0.851887214
Darius Miller,0.851263007
Raymond Felton,0.850888916
Tyson Chandler,0.847966798
T.J. Warren,0.847596095
Kyle Anderson,0.842850635
Mike Harris,0.842476198
Wesley Johnson,0.838470228
Matt Bonner,0.836502658
Isaiah Taylor,0.836138241
Quincy Acy,0.835632018
Anthony Morrow,0.834579689
Chris Chiozza,0.833498308
Damion Lee,0.833489717
Jason Terry,0.831655913
Chandler Parsons,0.831409855
Darius Miller,0.830873738
Tony Snell,0.830843236
Otto Porter Jr.,0.830210746
Juancho Hernangomez,0.829679601
Terrence Ross,0.828992489
Jerami Grant,0.82510616
Sergey Karasev,0.824966927
Brandan Wright,0.820280506
Kendall Marshall,0.820106162
Metta World Peace,0.820040318
Trae Young,0.817245223
David Lee,0.815314751
Sam Dekker,0.814566641
Anthony Tolliver,0.813446532
Taurean Prince,0.812024603
C.J. Williams,0.810945951
JaKarr Sampson,0.809085317
T.J. McConnell,0.808976581
Mike Muscala,0.807543525
Daniel Theis,0.80660558
Aaron Brooks,0.806605562
Dorian Finney-Smith,0.803267687
Jason Thompson,0.802349783
Torrey Craig,0.801852806
Kadeem Allen,0.801390513
Isaiah Canaan,0.800691228
Gerald Green,0.799877182
Joakim Noah,0.798251925
Boban Marjanovic,0.798038779
Isaiah Joe,0.796481155
Mike Scott,0.795081798
Marvin Williams,0.791986909
Lucas Nogueira,0.791841083
Alize Johnson,0.790809405
